imagefilename,"Compute Time (C_edge, total time required for processing one item): ",Time when function began processing this file: ,T1 (Time when message is published from edge device): ,T2 (Time when message is en-queued in the IoT Hub): ,T3 (Time when IoT blob file is created): 
ILSVRC2012_test_00000024.JPEG,0.03202199935913086,2019-07-10T18:54:12.319785,2019-07-10T18:54:12.351694,N/A,2019-07-10 18:54:13+00:00
ILSVRC2012_test_00000025.JPEG,0.03523707389831543,2019-07-10T18:54:12.493414,2019-07-10T18:54:12.528545,N/A,2019-07-10 18:54:13+00:00
ILSVRC2012_test_00000026.JPEG,0.011547088623046875,2019-07-10T18:54:12.630791,2019-07-10T18:54:12.642224,N/A,2019-07-10 18:54:13+00:00
ILSVRC2012_test_00000027.JPEG,0.0669248104095459,2019-07-10T18:54:12.778115,2019-07-10T18:54:12.844853,N/A,2019-07-10 18:54:13+00:00
ILSVRC2012_test_00000028.JPEG,0.03391408920288086,2019-07-10T18:54:12.995372,2019-07-10T18:54:13.029181,N/A,2019-07-10 18:54:14+00:00
ILSVRC2012_test_00000029.JPEG,0.04377102851867676,2019-07-10T18:54:13.315556,2019-07-10T18:54:13.359215,N/A,2019-07-10 18:54:14+00:00
ILSVRC2012_test_00000030.JPEG,0.08048892021179199,2019-07-10T18:54:13.601735,2019-07-10T18:54:13.682127,N/A,2019-07-10 18:54:14+00:00
ILSVRC2012_test_00000031.JPEG,0.0666968822479248,2019-07-10T18:54:13.865615,2019-07-10T18:54:13.932201,N/A,2019-07-10 18:54:14+00:00
ILSVRC2012_test_00000032.JPEG,0.03630208969116211,2019-07-10T18:54:14.083957,2019-07-10T18:54:14.120135,N/A,2019-07-10 18:54:15+00:00
ILSVRC2012_test_00000033.JPEG,0.0302121639251709,2019-07-10T18:54:14.261065,2019-07-10T18:54:14.291157,N/A,2019-07-10 18:54:15+00:00
ILSVRC2012_test_00000034.JPEG,0.06326818466186523,2019-07-10T18:54:14.435422,2019-07-10T18:54:14.498594,N/A,2019-07-10 18:54:15+00:00
ILSVRC2012_test_00000035.JPEG,0.5892608165740967,2019-07-10T18:54:14.639739,2019-07-10T18:54:15.228908,N/A,2019-07-10 18:54:16+00:00
ILSVRC2012_test_00000036.JPEG,0.03707098960876465,2019-07-10T18:54:15.366265,2019-07-10T18:54:15.403265,N/A,2019-07-10 18:54:16+00:00
ILSVRC2012_test_00000037.JPEG,0.03394293785095215,2019-07-10T18:54:15.546047,2019-07-10T18:54:15.579911,N/A,2019-07-10 18:54:16+00:00
ILSVRC2012_test_00000038.JPEG,0.0335688591003418,2019-07-10T18:54:15.719728,2019-07-10T18:54:15.753199,N/A,2019-07-10 18:54:16+00:00
ILSVRC2012_test_00000039.JPEG,0.06485700607299805,2019-07-10T18:54:15.901747,2019-07-10T18:54:15.966409,N/A,2019-07-10 18:54:17+00:00
ILSVRC2012_test_00000040.JPEG,0.035565853118896484,2019-07-10T18:54:16.130511,2019-07-10T18:54:16.165970,N/A,2019-07-10 18:54:17+00:00
ILSVRC2012_test_00000041.JPEG,0.03328585624694824,2019-07-10T18:54:16.296610,2019-07-10T18:54:16.329781,N/A,2019-07-10 18:54:17+00:00
ILSVRC2012_test_00000042.JPEG,0.008453845977783203,2019-07-10T18:54:16.465980,2019-07-10T18:54:16.474328,N/A,2019-07-10 18:54:17+00:00
ILSVRC2012_test_00000043.JPEG,0.03495502471923828,2019-07-10T18:54:16.608129,2019-07-10T18:54:16.642980,N/A,2019-07-10 18:54:17+00:00
ILSVRC2012_test_00000044.JPEG,0.05845904350280762,2019-07-10T18:54:16.787747,2019-07-10T18:54:16.846024,N/A,2019-07-10 18:54:17+00:00
ILSVRC2012_test_00000045.JPEG,0.06711292266845703,2019-07-10T18:54:17.006687,2019-07-10T18:54:17.073665,N/A,2019-07-10 18:54:18+00:00
ILSVRC2012_test_00000046.JPEG,0.03627896308898926,2019-07-10T18:54:17.223324,2019-07-10T18:54:17.259321,N/A,2019-07-10 18:54:18+00:00
ILSVRC2012_test_00000047.JPEG,0.0367588996887207,2019-07-10T18:54:17.431621,2019-07-10T18:54:17.468307,N/A,2019-07-10 18:54:18+00:00
ILSVRC2012_test_00000048.JPEG,0.03620100021362305,2019-07-10T18:54:17.566053,2019-07-10T18:54:17.602183,N/A,2019-07-10 18:54:18+00:00
ILSVRC2012_test_00000049.JPEG,0.042275190353393555,2019-07-10T18:54:17.742034,2019-07-10T18:54:17.784238,N/A,2019-07-10 18:54:18+00:00
ILSVRC2012_test_00000050.JPEG,0.03424382209777832,2019-07-10T18:54:17.926172,2019-07-10T18:54:17.960338,N/A,2019-07-10 18:54:19+00:00
ILSVRC2012_test_00000051.JPEG,0.06882786750793457,2019-07-10T18:54:18.094642,2019-07-10T18:54:18.163375,N/A,2019-07-10 18:54:19+00:00
ILSVRC2012_test_00000052.JPEG,0.03620195388793945,2019-07-10T18:54:18.260413,2019-07-10T18:54:18.296539,N/A,2019-07-10 18:54:19+00:00
ILSVRC2012_test_00000053.JPEG,0.031638145446777344,2019-07-10T18:54:18.438167,2019-07-10T18:54:18.469728,N/A,2019-07-10 18:54:19+00:00
ILSVRC2012_test_00000054.JPEG,0.03184080123901367,2019-07-10T18:54:18.602224,2019-07-10T18:54:18.634000,N/A,2019-07-10 18:54:19+00:00
ILSVRC2012_test_00000055.JPEG,0.028805017471313477,2019-07-10T18:54:18.778068,2019-07-10T18:54:18.806803,N/A,2019-07-10 18:54:19+00:00
ILSVRC2012_test_00000056.JPEG,0.06256294250488281,2019-07-10T18:54:18.951146,2019-07-10T18:54:19.013522,N/A,2019-07-10 18:54:20+00:00
ILSVRC2012_test_00000057.JPEG,0.03037285804748535,2019-07-10T18:54:19.189594,2019-07-10T18:54:19.219855,N/A,2019-07-10 18:54:20+00:00
ILSVRC2012_test_00000058.JPEG,0.03404402732849121,2019-07-10T18:54:19.416051,2019-07-10T18:54:19.450018,N/A,2019-07-10 18:54:20+00:00
ILSVRC2012_test_00000059.JPEG,0.0354609489440918,2019-07-10T18:54:19.586570,2019-07-10T18:54:19.621962,N/A,2019-07-10 18:54:20+00:00
ILSVRC2012_test_00000060.JPEG,0.01569199562072754,2019-07-10T18:54:19.722061,2019-07-10T18:54:19.737683,N/A,2019-07-10 18:54:20+00:00
ILSVRC2012_test_00000061.JPEG,0.0767819881439209,2019-07-10T18:54:19.884304,2019-07-10T18:54:19.960890,N/A,2019-07-10 18:54:21+00:00
ILSVRC2012_test_00000062.JPEG,0.0394589900970459,2019-07-10T18:54:20.111549,2019-07-10T18:54:20.150930,N/A,2019-07-10 18:54:21+00:00
ILSVRC2012_test_00000063.JPEG,0.04085803031921387,2019-07-10T18:54:20.297028,2019-07-10T18:54:20.337810,N/A,2019-07-10 18:54:21+00:00
ILSVRC2012_test_00000064.JPEG,0.0408477783203125,2019-07-10T18:54:20.473932,2019-07-10T18:54:20.514704,N/A,2019-07-10 18:54:21+00:00
ILSVRC2012_test_00000065.JPEG,0.06118202209472656,2019-07-10T18:54:20.696908,2019-07-10T18:54:20.757907,N/A,2019-07-10 18:54:21+00:00
ILSVRC2012_test_00000066.JPEG,0.02966904640197754,2019-07-10T18:54:20.919250,2019-07-10T18:54:20.948845,N/A,2019-07-10 18:54:21+00:00
ILSVRC2012_test_00000067.JPEG,0.04031109809875488,2019-07-10T18:54:21.086789,2019-07-10T18:54:21.127027,N/A,2019-07-10 18:54:22+00:00
ILSVRC2012_test_00000068.JPEG,0.025370121002197266,2019-07-10T18:54:21.310942,2019-07-10T18:54:21.336238,N/A,2019-07-10 18:54:22+00:00
ILSVRC2012_test_00000069.JPEG,0.045404911041259766,2019-07-10T18:54:21.478122,2019-07-10T18:54:21.523354,N/A,2019-07-10 18:54:22+00:00
ILSVRC2012_test_00000070.JPEG,0.05392193794250488,2019-07-10T18:54:21.686792,2019-07-10T18:54:21.740533,N/A,2019-07-10 18:54:22+00:00
ILSVRC2012_test_00000071.JPEG,0.06640791893005371,2019-07-10T18:54:21.907527,2019-07-10T18:54:21.973749,N/A,2019-07-10 18:54:23+00:00
ILSVRC2012_test_00000072.JPEG,0.033212900161743164,2019-07-10T18:54:22.134167,2019-07-10T18:54:22.167280,N/A,2019-07-10 18:54:23+00:00
ILSVRC2012_test_00000073.JPEG,0.01930999755859375,2019-07-10T18:54:22.311414,2019-07-10T18:54:22.330612,N/A,2019-07-10 18:54:23+00:00
ILSVRC2012_test_00000074.JPEG,0.03169608116149902,2019-07-10T18:54:22.477025,2019-07-10T18:54:22.508608,N/A,2019-07-10 18:54:23+00:00
ILSVRC2012_test_00000075.JPEG,0.032510995864868164,2019-07-10T18:54:22.636139,2019-07-10T18:54:22.668540,N/A,2019-07-10 18:54:23+00:00
ILSVRC2012_test_00000076.JPEG,0.06421494483947754,2019-07-10T18:54:22.804477,2019-07-10T18:54:22.868507,N/A,2019-07-10 18:54:23+00:00
ILSVRC2012_test_00000077.JPEG,0.01462101936340332,2019-07-10T18:54:23.046428,2019-07-10T18:54:23.060931,N/A,2019-07-10 18:54:24+00:00
ILSVRC2012_test_00000078.JPEG,0.03528094291687012,2019-07-10T18:54:23.303121,2019-07-10T18:54:23.338293,N/A,2019-07-10 18:54:24+00:00
ILSVRC2012_test_00000079.JPEG,0.031831979751586914,2019-07-10T18:54:23.477150,2019-07-10T18:54:23.508868,N/A,2019-07-10 18:54:24+00:00
ILSVRC2012_test_00000080.JPEG,0.06137800216674805,2019-07-10T18:54:23.696794,2019-07-10T18:54:23.757986,N/A,2019-07-10 18:54:24+00:00
ILSVRC2012_test_00000081.JPEG,0.05707097053527832,2019-07-10T18:54:23.932772,2019-07-10T18:54:23.989636,N/A,2019-07-10 18:54:25+00:00
ILSVRC2012_test_00000082.JPEG,0.02773594856262207,2019-07-10T18:54:24.140674,2019-07-10T18:54:24.168299,N/A,2019-07-10 18:54:25+00:00
ILSVRC2012_test_00000083.JPEG,0.03071117401123047,2019-07-10T18:54:24.302450,2019-07-10T18:54:24.333050,N/A,2019-07-10 18:54:25+00:00
ILSVRC2012_test_00000084.JPEG,0.024483919143676758,2019-07-10T18:54:24.516734,2019-07-10T18:54:24.541108,N/A,2019-07-10 18:54:25+00:00
ILSVRC2012_test_00000085.JPEG,0.027527809143066406,2019-07-10T18:54:24.675727,2019-07-10T18:54:24.703138,N/A,2019-07-10 18:54:25+00:00
ILSVRC2012_test_00000086.JPEG,0.06820917129516602,2019-07-10T18:54:24.838814,2019-07-10T18:54:24.906838,N/A,2019-07-10 18:54:25+00:00
ILSVRC2012_test_00000087.JPEG,0.01999497413635254,2019-07-10T18:54:25.082154,2019-07-10T18:54:25.102036,N/A,2019-07-10 18:54:26+00:00
ILSVRC2012_test_00000088.JPEG,0.03679299354553223,2019-07-10T18:54:25.250139,2019-07-10T18:54:25.286821,N/A,2019-07-10 18:54:26+00:00
ILSVRC2012_test_00000089.JPEG,0.06116199493408203,2019-07-10T18:54:25.428743,2019-07-10T18:54:25.489792,N/A,2019-07-10 18:54:26+00:00
ILSVRC2012_test_00000090.JPEG,0.03590512275695801,2019-07-10T18:54:25.618614,2019-07-10T18:54:25.654406,N/A,2019-07-10 18:54:26+00:00
ILSVRC2012_test_00000091.JPEG,0.0722649097442627,2019-07-10T18:54:25.834092,2019-07-10T18:54:25.906171,N/A,2019-07-10 18:54:26+00:00
ILSVRC2012_test_00000092.JPEG,0.05236196517944336,2019-07-10T18:54:26.128254,2019-07-10T18:54:26.180424,N/A,2019-07-10 18:54:27+00:00
ILSVRC2012_test_00000093.JPEG,0.033438920974731445,2019-07-10T18:54:26.280354,2019-07-10T18:54:26.313676,N/A,2019-07-10 18:54:27+00:00
ILSVRC2012_test_00000094.JPEG,0.029566049575805664,2019-07-10T18:54:26.511831,2019-07-10T18:54:26.541287,N/A,2019-07-10 18:54:27+00:00
ILSVRC2012_test_00000095.JPEG,0.038091182708740234,2019-07-10T18:54:26.674480,2019-07-10T18:54:26.712472,N/A,2019-07-10 18:54:27+00:00
ILSVRC2012_test_00000096.JPEG,0.05337810516357422,2019-07-10T18:54:26.853975,2019-07-10T18:54:26.907156,N/A,2019-07-10 18:54:27+00:00
ILSVRC2012_test_00000097.JPEG,0.07196998596191406,2019-07-10T18:54:27.170638,2019-07-10T18:54:27.242416,N/A,2019-07-10 18:54:28+00:00
ILSVRC2012_test_00000098.JPEG,0.039273977279663086,2019-07-10T18:54:27.394581,2019-07-10T18:54:27.433746,N/A,2019-07-10 18:54:28+00:00
ILSVRC2012_test_00000099.JPEG,0.03347420692443848,2019-07-10T18:54:27.623642,2019-07-10T18:54:27.657004,N/A,2019-07-10 18:54:28+00:00
ILSVRC2012_test_00000100.JPEG,0.021152019500732422,2019-07-10T18:54:27.806663,2019-07-10T18:54:27.827703,N/A,2019-07-10 18:54:28+00:00
ILSVRC2012_test_00000101.JPEG,0.03074502944946289,2019-07-10T18:54:27.955763,2019-07-10T18:54:27.986389,N/A,2019-07-10 18:54:29+00:00
ILSVRC2012_test_00000102.JPEG,0.032731056213378906,2019-07-10T18:54:28.354136,2019-07-10T18:54:28.386753,N/A,2019-07-10 18:54:29+00:00
ILSVRC2012_test_00000103.JPEG,0.033447980880737305,2019-07-10T18:54:28.577298,2019-07-10T18:54:28.610625,N/A,2019-07-10 18:54:29+00:00
ILSVRC2012_test_00000104.JPEG,0.03800797462463379,2019-07-10T18:54:28.754480,2019-07-10T18:54:28.792375,N/A,2019-07-10 18:54:29+00:00
ILSVRC2012_test_00000105.JPEG,0.06520891189575195,2019-07-10T18:54:28.946096,2019-07-10T18:54:29.011140,N/A,2019-07-10 18:54:30+00:00
